RespondentID,Which category below includes your age?,Are you male or female?,What graduate program are you pursuing?,What graduate program are you pursuing? - Other (please specify),Are you a full-time graduate student?,Are you an International Student?,In which type of housing do you currently live?,In which type of housing do you currently live? - Other (please specify),What is the size of your current household?,"In a typical month, about how much money do you spend on rent/mortgage and utilities?",Is there a need for a graduate student residence hall on Texas Tech’s campus?,"If on-campus graduate housing had been available at the time you were admitted to Texas Tech, how likely would you have been to apply to live in such housing?",What types of residence would you be interested in? (Check all that apply.) - Studio/efficiency,What types of residence would you be interested in? (Check all that apply.) - 1 bedroom apt,What types of residence would you be interested in? (Check all that apply.) - 2 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - 3 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - I am not interested in on-campus housing,What types of residence would you be interested in? (Check all that apply.) - Other (please specify),How important is each of the following for a graduate student residence hall? - Child care,How important is each of the following for a graduate student residence hall? - Playground space,How important is each of the following for a graduate student residence hall? - Entertainment spaces (e.g. movie theater),How important is each of the following for a graduate student residence hall? - Alcohol allowed inside a residence,How important is each of the following for a graduate student residence hall? - Low cost,How important is each of the following for a graduate student residence hall? - Modern appliances,How important is each of the following for a graduate student residence hall? - Minimal grocery store,How important is each of the following for a graduate student residence hall? - Optional dining plan available,How important is each of the following for a graduate student residence hall? - Other,"How important is each of the following for a graduate student residence hall? - Please specify ""Other""",How likely would you be to live in a graduate student only residence hall if Texas Tech offered one? - ,Would you expect to pay more or less for rent and utilities in a graduate student residence hall than you pay now?,Would you choose NOT to live in a graduate residence hall if the university filled open rooms with undergraduate students?,Would you choose NOT to live in a graduate residence hall if it were next to an undergraduate residence hall?,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)? ,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)?  - Other (please specify),"If a graduate student residence hall is added to Texas Tech’s campus, what suggestions would you give building planners? - Open-Ended Response"
2378370146,36 to 45,Male,Master’s,,No,Yes,Other (please specify),I own a house in Houston,More than 3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,important,important,somewhat important,important,not important,not important,,,Neutral,Pay less,Yes,No,Bike,,
2378370990,26 to 35,Female,Master’s,,Yes,No,Single-family house,,2 bedrooms,"$800 to $1,000",Yes,Somewhat likely,,1 bedroom apt,,,,,important,somewhat important,somewhat important,most important,important,important,most important,important,,,Neutral,Pay less,Yes,Yes,Walk,,
2378372370,21 to 25,Male,Master’s,,Yes,Yes,Apartment,,More than 3 bedrooms,$400 to $600,Yes,Likely,,1 bedroom apt,,,,,somewhat important,somewhat important,not important,not important,most important,important,somewhat important,somewhat important,,,,Pay about the same,No,No,Bus,,
2378375707,26 to 35,Male,Master’s,,Yes,Yes,Apartment,,2 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,,Unlikely,Pay less,Yes,Yes,Walk,,should  be spacious
2378378300,26 to 35,Male,Master’s,,No,No,Apartment,,2 bedrooms,"$800 to $1,000",No,Not likely at all,,,,,I am not interested in on-campus housing,,most important,most important,not important,important,most important,most important,most important,most important,,,Unlikely,Pay less,Yes,Yes,Walk,,
2378380024,21 to 25,Male,Doctoral,,Yes,No,Single-family house,,3 bedrooms,$400 to $600,Yes,Very likely,,,,3 bedroom apt with shared bathroom,,,somewhat important,important,not important,not important,most important,important,not important,somewhat important,not important,,Neutral,Pay more,Yes,Yes,Walk,,Separate wing or even building for married students. Quiet = good.
2378382713,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,Studio / Efficiency,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,somewhat important,not important,not important,somewhat important,most important,important,somewhat important,not important,,,Likely,Pay about the same,Yes,No,Bus,,
2378384269,26 to 35,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,No,Not likely at all,,1 bedroom apt,,,I am not interested in on-campus housing,,not important,not important,somewhat important,not important,most important,somewhat important,important,important,not important,,Unlikely,Pay less,Yes,Yes,Car,,
2378386125,36 to 45,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Somewhat likely,,,,,I am not interested in on-campus housing,,important,important,important,important,important,important,important,important,,,Neutral,Pay less,Yes,Yes,Bus,,
2378386618,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,,,,,,,,,,,,,,,,,,,,,,,,,
2378387096,26 to 35,Male,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Not likely at all,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,somewhat important,not important,not important,important,most important,important,somewhat important,somewhat important,,,Unlikely,Pay less,Yes,No,Bus,,It doesn't need to be fancy but it does need to be a residence devoted only to graduate students with alcohol allowed inside and cheaper than off campus alternatives.
2378390346,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,important,important,not important,not important,most important,somewhat important,somewhat important,most important,not important,,Likely,Pay about the same,Yes,Yes,Bike,,"It must have internet services, and an optional meal services. A laundry is must. Other than this stuff a graduate student doesn'nt bother much"
2378390373,21 to 25,Male,Master’s,,Yes,No,Apartment,,More than 3 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,not important,not important,most important,most important,most important,important,important,not important,,Unlikely,Pay less,Yes,No,Bus,,"The more study rooms, the better. When I did live on campus, it was near impossible to find a quiet spot to study. It might also be a good idea to make the ""grad study area"" only available to grad students, using a student ID card reader or something of that nature."
2378393107,26 to 35,Male,Master’s,,Yes,,Single-family house,,3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,,,important,important,important,important,important,important,important,important,important,,Unlikely,Pay less,No,No,Bus,,
2378411709,26 to 35,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Somewhat likely,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,somewhat important,somewhat important,important,most important,important,important,somewhat important,somewhat important,,,Neutral,Pay about the same,Yes,Yes,Walk,,
2378412609,26 to 35,Male,Master’s,,Yes,No,Apartment,,1 bedroom,$400 to $600,No,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,important,important,most important,important,important,important,,,Neutral,Pay more,Yes,Yes,Walk,,
2378414071,21 to 25,Male,Master’s,,Yes,No,Single-family house,,2 bedrooms,$400 to $600,No,Not likely at all,Studio/efficiency,,,,I am not interested in on-campus housing,,not important,somewhat important,important,somewhat important,most important,important,important,important,,,Unlikely,Pay more,No,No,Bike,,
2378417898,26 to 35,Female,Master’s,,Yes,No,Single-family house,,3 bedrooms,Less than $400,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,somewhat important,somewhat important,somewhat important,important,most important,important,somewhat important,somewhat important,most important,Noise restrictions,Neutral,Pay more,Yes,Yes,Car,,Make it as sound proof as possible. Graduate students need quiet time.
2378417978,26 to 35,Female,Master’s,,Yes,No,Apartment,,2 bedrooms,"$800 to $1,000",Yes,Likely,Studio/efficiency,1 bedroom apt,,,,,important,somewhat important,somewhat important,not important,most important,most important,important,most important,,,Neutral,Pay less,Yes,Yes,Walk,,
2378418828,26 to 35,Female,Doctoral,,Yes,Yes,Townhouse,,3 bedrooms,Less than $400,Yes,Very likely,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,somewhat important,not important,not important,not important,most important,most important,most important,important,,,Likely,Pay about the same,Yes,,Bus,,"I think one-bedroom is most needed, compared to two-bedrooms or three bedrooms."
2378424424,46 or older,Female,Doctoral,,Yes,Yes,Apartment,,More than 3 bedrooms,$400 to $600,Yes,Likely,,1 bedroom apt,,,,,most important,most important,important,somewhat important,most important,most important,most important,not important,,,Neutral,Pay about the same,No,Yes,Bus,,
2378432570,21 to 25,Female,Master’s,,Yes,Yes,Other (please specify),Residence Hall Coordinator at Texas Tech,1 bedroom,Less than $400,Yes,Likely,Studio/efficiency,,,,,,somewhat important,somewhat important,important,important,important,important,important,most important,,,Neutral,,Yes,Yes,Walk,,Allow University Student Housing to take care of it
2378434511,21 to 25,Female,Graduate Non-Degree (GTMP),,Yes,No,Apartment,,2 bedrooms,$600 to $800,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,not important,important,important,most important,most important,important,important,,,Likely,Pay less,No,No,Bus,,
2378446286,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,Studio / Efficiency,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,important,somewhat important,somewhat important,not important,most important,important,important,somewhat important,,,Likely,Pay about the same,No,Yes,Bus,,
2378448541,26 to 35,Male,Master’s,,Yes,No,Apartment,,2 bedrooms,$600 to $800,Yes,Not likely at all,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,somewhat important,somewhat important,somewhat important,most important,most important,important,important,somewhat important,most important,Incredibly good internet,Likely,Pay less,Yes,No,Walk,,
2378451018,21 to 25,Female,Master’s,,Yes,Yes,Apartment,,1 bedroom,$600 to $800,Yes,Likely,,1 bedroom apt,,,,,somewhat important,somewhat important,somewhat important,important,most important,most important,most important,important,,,Likely,Pay about the same,Yes,No,Bus,,
2378451105,21 to 25,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,No,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,most important,not important,important,most important,most important,most important,somewhat important,most important,,,Likely,Pay about the same,Yes,No,Walk,,
2378453056,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,important,important,most important,important,somewhat important,important,,,Unlikely,Pay about the same,Yes,Yes,Walk,,
2378458898,21 to 25,Female,Doctoral,,Yes,No,Other (please specify),Above-Garage Loft Apartment,Studio / Efficiency,$400 to $600,No,Not likely at all,Studio/efficiency,1 bedroom apt,,,,,important,important,not important,important,most important,most important,not important,not important,,,Unlikely,Pay about the same,Yes,Yes,Bus,,
2378461009,36 to 45,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,Less than $400,No,Somewhat likely,,,,,I am not interested in on-campus housing,,not important,not important,not important,important,not important,important,not important,not important,,,Unlikely,Pay more,Yes,Yes,Walk,,
2378470176,36 to 45,Female,Doctoral,,No,No,Single-family house,,3 bedrooms,"$800 to $1,000",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,somewhat important,important,most important,important,important,somewhat important,,,Unlikely,Pay less,Yes,No,Bike,,
2378470293,36 to 45,Male,Graduate Certificate,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,not important,not important,not important,not important,not important,not important,,Unlikely,Pay less,No,No,Bus,,
2378472541,26 to 35,Male,Doctoral,,Yes,No,Apartment,,1 bedroom,"$800 to $1,000",No,Somewhat likely,,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,somewhat important,not important,not important,important,most important,important,important,somewhat important,,,Neutral,Pay less,No,No,Walk,,
2378475691,26 to 35,Male,Doctoral,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Likely,Studio/efficiency,1 bedroom apt,,,,,important,somewhat important,important,important,important,important,important,important,,,Unlikely,Pay about the same,Yes,No,Bike,,
2378476575,21 to 25,Male,Master’s,,Yes,No,Single-family house,,Studio / Efficiency,Less than $400,No,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,somewhat important,somewhat important,not important,important,somewhat important,important,somewhat important,,,Neutral,Pay about the same,No,No,Bike,,Think about natural daylighting in rooms and opt for a design that allows more of it through adding windows or orientation of rooms to allow for more light more of the time. possibility of balconies?  I could care less about nicer countertops or appliances than I do about a well designed space that makes it enjoyable to study and live in.
2378478989,36 to 45,Male,Master’s,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Somewhat likely,Studio/efficiency,,,,,,somewhat important,important,not important,important,most important,important,somewhat important,not important,,,Neutral,Pay less,No,No,Bike,,
2378479264,36 to 45,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Somewhat likely,,1 bedroom apt,,,,,important,important,important,not important,most important,important,most important,somewhat important,,,Likely,Pay less,Yes,Yes,Bus,,
2378479849,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,not important,not important,most important,most important,most important,not important,somewhat important,not important,,Unlikely,Pay less,Yes,Yes,Bike,,Distinguishable dining room/kitchen areas  Quiet (study/research) areas  Computer lab  Plentiful countertop space  Outdoor space  Keep away from undergraduate residence halls  Low cost if possible  Alcohol permitted
2378482322,26 to 35,Female,Doctoral,,No,No,Apartment,,2 bedrooms,"$800 to $1,000",No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,somewhat important,most important,most important,most important,important,most important,,,Unlikely,Pay more,Yes,Yes,Bike,,
2378494984,26 to 35,Male,Master’s,,Yes,Yes,Apartment,,1 bedroom,Less than $400,No,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,somewhat important,most important,somewhat important,somewhat important,important,,,Neutral,Pay less,No,No,Bike,,Low cost
2378496041,26 to 35,Female,Doctoral,,Yes,No,Apartment,,2 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,important,most important,most important,most important,important,most important,,,Unlikely,Pay less,Yes,Yes,Walk,,
2378498616,36 to 45,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,Less than $400,Yes,Likely,,1 bedroom apt,,,,,not important,not important,important,not important,most important,important,somewhat important,somewhat important,,,Likely,Pay less,No,Yes,Car,,
2378499927,26 to 35,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Somewhat likely,,,,,I am not interested in on-campus housing,,most important,important,not important,important,important,important,important,not important,most important,"Pet-friendly- that's the only reason I'm not interested now. I have adopted a dog since I've lived in Lubbock. I did live in Carpenter-Wells my 1st year, but pricing was too high, too many roommates, and had no option of turning down the over-priced and unhealthy on-campus dining plan.",Neutral,Pay less,Yes,No,Bus,,"Have options for students with spouses and children. Have a pet area and be pet-friendly. Have a business center, clean and efficient laundry facility, and a workout room (avoiding the rec would be nice). Graduate students are adults with responsibilities, bills, and lives outside of school, and having a space that caters to a more mature lifestyle would be wonderful."
2378500740,26 to 35,Female,Doctoral,,Yes,Yes,Other (please specify),out-of-campus 3-bedroom house,3 bedrooms,Less than $400,Yes,Somewhat likely,,1 bedroom apt,,,,,important,important,important,not important,most important,important,not important,not important,,,Likely,Pay about the same,Yes,Yes,Bike,,there should be 1 bedroom and 2 bedroom. priorities should be given to families.
2378500840,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,important,important,important,not important,most important,important,important,somewhat important,,,Likely,Pay less,No,No,Walk,,Make it as close as possible to the campus
2378501311,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,Studio / Efficiency,$600 to $800,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,most important,most important,important,somewhat important,somewhat important,,,Neutral,Pay less,Yes,No,Bus,,
2378501795,26 to 35,Female,Doctoral,,,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,most important,most important,not important,not important,most important,most important,somewhat important,not important,most important,should be able to cook in the kitchen,Likely,Pay less,Yes,Yes,Bike,,They should be good enough for a family even. Most of the international graduate students have their family here. They should be like seperated apartments
2378511439,21 to 25,Male,Doctoral,,Yes,No,Apartment,,2 bedrooms,"$800 to $1,000",Yes,Somewhat likely,,1 bedroom apt,,,,,important,somewhat important,not important,not important,most important,important,important,somewhat important,,,Neutral,Pay about the same,Yes,No,Walk,,
2378512096,21 to 25,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,important,somewhat important,important,not important,most important,important,important,important,,,Likely,Pay about the same,Yes,No,Walk,,
2378518790,21 to 25,Female,Doctoral,,Yes,No,Single-family house,,2 bedrooms,"$1,000 or more",Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,not important,most important,important,somewhat important,most important,most important,Study break rooms,Likely,Pay more,Yes,Yes,Bus,,"Private bathrooms, and washing machines for laundry."
2378519277,26 to 35,Male,Doctoral,,Yes,Yes,Single-family house,,3 bedrooms,"$800 to $1,000",Yes,Somewhat likely,,,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,most important,important,important,not important,most important,somewhat important,most important,somewhat important,most important,,Neutral,Pay less,No,Yes,Walk,,Not sure
2378519733,21 to 25,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,Less than $400,Yes,Likely,,1 bedroom apt,,,,,important,most important,important,not important,most important,important,most important,important,,,Neutral,Pay about the same,Yes,Yes,Bus,,It should be planned considering the study priorities of graduate students. It will be of great help if it has more rooms so that more students can be accommodated.
2378521028,26 to 35,Male,Master’s,,Yes,Yes,Apartment,,3 bedrooms,,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,not important,important,not important,most important,important,not important,not important,not important,,Neutral,Pay more,Yes,No,Bus,,
2378530341,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,"$800 to $1,000",Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,somewhat important,not important,not important,important,important,important,important,somewhat important,,,Neutral,Pay less,Yes,Yes,Bike,,
2378531586,26 to 35,Female,Master’s,,Yes,No,Apartment,,3 bedrooms,Less than $400,Yes,Very likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,not important,somewhat important,important,important,somewhat important,somewhat important,important,,,Likely,Pay about the same,Yes,,Bus,,"Graduate students want a balance of quiet study space and a place to initiate social interaction with other students seeking similar degrees. It is so hard for us to meet other graduate students outside of our departments, so graduate housing would be an excellent social outlet while still providing privacy and quiet study areas."
2378543195,26 to 35,Female,Post-Graduate,pre requisites for med school,No,No,Single-family house,,More than 3 bedrooms,Less than $400,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,most important,most important,important,somewhat important,important,important,important,important,,,Neutral,Pay less,Yes,Yes,Bus,,accommodate international students!
2378544648,46 or older,Female,Doctoral,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Very likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,not important,most important,not important,most important,important,not important,important,,,Likely,Pay less,No,No,Car,,"Provide plenty of study areas (desks, oversized chairs), lots of technology, and make it sound proof"
2378547613,36 to 45,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$800 to $1,000",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,important,important,important,important,important,somewhat important,,,Neutral,Pay less,Yes,No,Walk,,
2378548590,46 or older,Male,Doctoral,,Yes,No,Single-family house,,3 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,not important,somewhat important,important,important,important,somewhat important,most important,Good soundproofing around apartments and quiet hours.,Unlikely,Pay about the same,Yes,Yes,Bike,,Locate it in place of Weeks Hall so it is on the main campus but not next to undergraduate residences and close to the child care facilities in the College of Human Sciences. Include good soundproofing between apartments and study carrels/study space within the building.
2378551700,21 to 25,Female,Master’s,,Yes,Yes,Apartment,,1 bedroom,Less than $400,No,Likely,Studio/efficiency,,,,,,important,most important,most important,most important,most important,most important,most important,most important,,,Neutral,Pay less,,Yes,Bike,,
2378553269,46 or older,Male,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,not important,not important,not important,important,most important,important,not important,not important,,,Likely,Pay about the same,Yes,Yes,Walk,,"Make sure there is good sound insulation, wi-fi, and covered parking."
2378559183,36 to 45,Female,Doctoral,,Yes,No,Single-family house,,2 bedrooms,$400 to $600,No,Not likely at all,,,,,,"Short term housing would be beneficial for affordable access to face to face courses, the library and meetings",not important,not important,not important,not important,important,somewhat important,most important,important,most important,Short term housing for weekend or summer face to face classes,Neutral,Pay less,,Yes,Walk,,Provide short term rooms for distance learning students
2378565750,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,somewhat important,important,important,important,most important,most important,most important,most important,,,Likely,Pay about the same,Yes,No,Car,,
2378570275,26 to 35,Male,Doctoral,,Yes,No,Single-family house,,2 bedrooms,Less than $400,No,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,somewhat important,somewhat important,not important,important,most important,most important,important,somewhat important,,,Neutral,Pay more,Yes,Yes,Bike,,"Keep it modern, keep it simple, keep it quiet: think library design both inside and out."
2378574214,26 to 35,Female,Master’s,,Yes,No,Apartment,,2 bedrooms,$400 to $600,Yes,Likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,somewhat important,somewhat important,somewhat important,most important,important,important,somewhat important,,,Likely,Pay less,Yes,Yes,Bike,"I would use all, depending on the activity and time I participate in",Its probably much to ask but sound prof walls would be ideal at any place.
2378575505,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,not important,not important,important,most important,not important,most important,somewhat important,,"price, price, price, make it cheaper than apartemnts off campus, also parking",Likely,Pay less,Yes,No,Car,,"Bus service, no undergraduate students allowed, study area inside the building, printing services inside the building, Parking, Less money than options off campus. Basic Groceries available for purchase."
2378580851,21 to 25,Female,Master’s,,Yes,Yes,Apartment,,2 bedrooms,$600 to $800,,,,,,,,,,,,,,,,,,,,,,,,,
2378583042,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,Yes,Very likely,,,,,I am not interested in on-campus housing,,somewhat important,most important,,not important,most important,important,important,not important,,,Likely,Pay about the same,Yes,No,Bus,,
2378585506,46 or older,Male,Master’s,,No,No,Single-family house,,3 bedrooms,Less than $400,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,somewhat important,,,Unlikely,Pay more,Yes,Yes,Bus,,
2378587468,21 to 25,Male,Master’s,,Yes,No,Apartment,,1 bedroom,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,most important,most important,most important,most important,not important,most important,not important,,Neutral,Pay less,Yes,No,Walk,,
2378589202,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,"$1,000 or more",No,Not likely at all,,1 bedroom apt,,,,,somewhat important,most important,most important,somewhat important,most important,most important,most important,most important,,,Neutral,Pay less,Yes,Yes,Car,,
2378590294,21 to 25,Male,Master’s,,Yes,Yes,Apartment,,2 bedrooms,Less than $400,No,Somewhat likely,Studio/efficiency,,,3 bedroom apt with shared bathroom,,,important,most important,most important,important,most important,most important,most important,most important,,,Likely,Pay more,No,No,Bus,,
2378592535,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,somewhat important,not important,not important,not important,most important,not important,important,not important,most important,"Internet, Heater, AC",Likely,Pay about the same,No,No,Walk,,"We dont need fancy buildings, international graduate student only look for safe place to stay. Minimal cost that the most important thing"
2378593237,21 to 25,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,somewhat important,somewhat important,somewhat important,important,most important,most important,important,important,,,Likely,Pay about the same,Yes,No,Walk,,
2378593710,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,most important,important,somewhat important,not important,most important,most important,important,important,most important,Privacy should be there,Neutral,Pay less,No,No,Bus,,It should be designed so that families (Husband/Wife and children) could live in peacefully.
2378599396,21 to 25,Male,Master’s,,Yes,No,Single-family house,,2 bedrooms,$400 to $600,No,Not likely at all,,1 bedroom apt,,,,,not important,not important,not important,most important,important,important,somewhat important,somewhat important,,,Neutral,Pay about the same,No,No,Bus,,
2378613029,46 or older,Male,Doctoral,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,,,,,,,,,,,Unlikely,Pay less,,,,,
2378613219,26 to 35,Male,Master’s,,Yes,No,Apartment,,1 bedroom,$400 to $600,No,Not likely at all,Studio/efficiency,1 bedroom apt,,,,,somewhat important,somewhat important,important,most important,important,important,important,important,,,Neutral,Pay about the same,No,No,Bike,,
2378632270,36 to 45,Male,Doctoral,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Likely,,1 bedroom apt,,,,,most important,important,important,not important,most important,most important,most important,important,,,Likely,Pay about the same,Yes,No,Bike,,
2378633253,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$600 to $800,No,Somewhat likely,,,2 bedroom apt with shared bathroom,,,,most important,most important,most important,not important,important,important,most important,important,,,Neutral,Pay about the same,No,,Walk,,Just do it
2378638175,21 to 25,Female,Master’s,,Yes,No,Condominium,,2 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,somewhat important,most important,most important,most important,important,most important,not important,,Unlikely,Pay less,Yes,Yes,Walk,,Give each room its own bathroom.
2378653640,26 to 35,Male,Master’s,,Yes,No,Duplex,,2 bedrooms,"$800 to $1,000",Yes,Likely,,1 bedroom apt,,,,,most important,important,somewhat important,somewhat important,most important,most important,most important,important,not important,NA,Likely,Pay less,Yes,Yes,Car,,Plan for privacy and soundproofing.
2378660217,36 to 45,Male,Doctoral,,Yes,No,Single-family house,,2 bedrooms,"$1,000 or more",Yes,Very likely,,,,,,no shared bathroom,important,most important,not important,not important,most important,important,somewhat important,somewhat important,,,Likely,Pay less,Yes,No,Bike,,Children allowed and accommodations according
2378663253,26 to 35,Male,Master’s,,No,Yes,Other (please specify),Hotel,1 bedroom,"$800 to $1,000",Yes,Very likely,,1 bedroom apt,,,,,somewhat important,somewhat important,not important,not important,most important,important,important,important,not important,,Likely,Pay less,Yes,No,Walk,,
2378674764,46 or older,Female,Doctoral,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Likely,,,2 bedroom apt with shared bathroom,,,,,important,important,important,most important,important,important,important,,,,Pay about the same,No,No,Bike,,"Sound proof, small, study rooms."
2378719487,26 to 35,Female,Doctoral,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Somewhat likely,,1 bedroom apt,,,,,somewhat important,most important,somewhat important,somewhat important,most important,important,most important,important,,,Likely,Pay about the same,Yes,No,Walk,,"Please keep noise in mind.  Undergraduates can be very noisy and graduate students need peace and quiet!  Good to hear someone is thinking about this - as a graduate student who has been pursuing a higher education degree in some form or fashion since 2007, I really see a need for something like this.  Best of luck!  Candace Wood"
2378833872,26 to 35,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$600 to $800,No,Not likely at all,,1 bedroom apt,,,,,somewhat important,not important,not important,important,most important,important,important,important,,,Neutral,Pay less,Yes,Yes,Walk,,it would need to have an apartment feel to it and also allow pets..
